customer_id,name,age,city,city_tier,occupation,true_monthly_income,declared_monthly_income,tenure_months,existing_products,digital_engagement_score,loan_product_interest,conversion_probability,loan_converted,cashflow_cv,existing_emi_ratio
IDBI100178,Oviya Krishnan,46,Ahmedabad,Tier 1,salaried,89126.69,87881.0,11,2,0.4889,Auto Loan,0.0163,0,0.3517,0.1509
IDBI100179,Upma Bahl,40,Jaipur,Tier 2,salaried,102744.42,104107.96,43,0,0.7923,Mortgage Loan,0.31,1,0.3478,0.0
IDBI100180,Inaya Kapur,38,Delhi,Tier 1,salaried,151757.18,156034.06,37,0,0.6943,Home Loan,0.168,0,0.2866,0.0
IDBI100181,Banjeet Balasubramanian,32,Kolkata,Tier 1,salaried,74684.14,76682.44,19,2,0.3343,Mortgage Loan,0.0392,0,0.2763,0.169
IDBI100182,Ryan Bahri,22,Chennai,Tier 1,self_employed,312334.95,279676.89,13,2,0.4689,Personal Loan,0.0241,0,0.3558,0.1584
IDBI100183,William Date,38,Hyderabad,Tier 1,self_employed,125717.54,76169.41,17,1,0.5271,Mortgage Loan,0.0219,0,0.3757,0.0887
IDBI100184,Ishwar Kamdar,37,Jaipur,Tier 2,gig_worker,44331.67,35971.57,40,2,0.8002,Mortgage Loan,0.1419,0,0.1528,0.1876
IDBI100185,Aahana Pillay,35,Hyderabad,Tier 1,salaried,151372.14,148243.41,53,1,0.8759,Personal Loan,0.2497,0,0.348,0.1028
IDBI100186,Ishwar Gade,39,Salem,Tier 3,salaried,155337.55,153753.19,12,0,0.6741,Home Loan,0.1419,0,0.3496,0.0
IDBI100187,Hritik Bal,38,Dhanbad,Tier 3,salaried,154311.67,152238.96,9,0,0.8011,Home Loan,0.1192,0,0.3563,0.0
IDBI100188,Keya Ranganathan,42,Delhi,Tier 1,self_employed,366942.76,258313.75,15,2,0.3941,Personal Loan,0.0241,0,0.3571,0.1267
IDBI100189,Faqid Kibe,29,Delhi,Tier 1,gig_worker,80000.0,65423.67,9,2,0.8889,Home Loan,0.0759,0,0.1853,0.1808
IDBI100190,Charvi Dara,23,Ahmedabad,Tier 1,self_employed,181599.77,180233.59,56,1,0.1499,Personal Loan,0.0148,0,0.3753,0.1066
IDBI100191,Idika Walia,39,Delhi,Tier 1,self_employed,211837.8,204033.59,103,4,0.6734,Mortgage Loan,0.1091,0,0.3171,0.1725
IDBI100192,Kamala Biswas,40,Aligarh,Tier 3,salaried,75343.5,71667.51,3,2,0.3935,Mortgage Loan,0.0293,0,0.2773,0.1421
IDBI100193,Advik Salvi,36,Bengaluru,Tier 1,salaried,88868.62,90312.15,4,1,0.7411,Auto Loan,0.0356,0,0.3587,0.0906
IDBI100194,Hitesh Sant,21,Udaipur,Tier 3,salaried,227552.45,229010.47,15,1,0.7713,Personal Loan,0.1545,0,0.3753,0.1174
IDBI100195,Tripti Dua,40,Ahmedabad,Tier 1,gig_worker,40024.14,33979.43,20,3,0.8543,Personal Loan,0.168,1,0.1695,0.1907
IDBI100196,Patrick Vig,36,Vadodara,Tier 2,salaried,250000.0,252278.26,7,2,0.5397,Auto Loan,0.0431,0,0.2806,0.1655
IDBI100197,Veda Shroff,50,Udaipur,Tier 3,self_employed,121462.37,80242.66,75,1,0.354,Personal Loan,0.018,0,0.3511,0.1015
IDBI100198,Amrita Naidu,44,Chennai,Tier 1,gig_worker,12243.63,7782.97,13,1,0.7539,Personal Loan,0.0911,0,0.2133,0.1105
IDBI100199,Gabriel Mallick,49,Ujjain,Tier 3,salaried,84187.05,83100.54,83,4,0.533,Personal Loan,0.0573,0,0.2856,0.2092
IDBI100200,Yagnesh Shetty,42,Jalandhar,Tier 3,salaried,250000.0,244133.15,33,1,0.5565,Home Loan,0.0392,0,0.3556,0.0975
IDBI100201,Gayathri Balakrishnan,48,Coimbatore,Tier 2,gig_worker,72381.87,66356.61,47,2,0.8789,Auto Loan,0.1419,0,0.1635,0.1628
IDBI100202,Ekta Gopal,48,Visakhapatnam,Tier 2,gig_worker,70313.91,56093.29,17,0,0.7126,Auto Loan,0.0759,0,0.2478,0.0
IDBI100203,Simon Pant,37,Hyderabad,Tier 1,self_employed,260480.74,241426.9,28,1,0.6475,Mortgage Loan,0.1091,0,0.1928,0.1121
IDBI100204,Harini Mammen,21,Hyderabad,Tier 1,gig_worker,76154.64,45263.57,13,2,0.5969,Auto Loan,0.0832,0,0.0893,0.1952
IDBI100205,Advaith Varughese,34,Chandigarh,Tier 2,salaried,147719.94,144865.64,15,1,0.3626,Home Loan,0.0431,0,0.345,0.0862
IDBI100206,Frederick Khurana,56,Chennai,Tier 1,salaried,98979.01,97731.1,104,3,0.8192,Personal Loan,0.2497,0,0.3482,0.1882
IDBI100207,Vrinda Khosla,41,Pune,Tier 1,salaried,134195.51,129892.72,127,0,0.8307,Home Loan,0.4256,0,0.3443,0.0
IDBI100208,Vritti Sem,23,Kolkata,Tier 1,salaried,99346.32,97046.79,12,3,0.6145,Mortgage Loan,0.0392,0,0.3522,0.2178
IDBI100209,Girik Menon,49,Patna,Tier 2,salaried,228254.63,223029.79,32,2,0.6463,Mortgage Loan,0.0474,0,0.3545,0.1654
IDBI100210,Nidhi Kohli,29,Ahmedabad,Tier 1,self_employed,400000.0,280496.25,21,3,0.3044,Home Loan,0.018,0,0.4465,0.213
IDBI100211,Jyoti Solanki,33,Lucknow,Tier 2,salaried,61579.89,62130.75,34,1,0.5399,Auto Loan,0.0266,0,0.3558,0.1051
IDBI100212,Pavani Narayanan,31,Hyderabad,Tier 1,salaried,88975.88,88610.55,47,2,0.624,Personal Loan,0.0392,0,0.3649,0.1744
IDBI100213,Sudiksha Madan,52,Nagpur,Tier 2,salaried,193309.72,184967.61,16,3,0.747,Home Loan,0.0474,0,0.383,0.168
IDBI100214,Zayan Kashyap,24,Lucknow,Tier 2,salaried,194432.14,193315.04,37,1,0.4523,Home Loan,0.0832,0,0.2653,0.1006
IDBI100215,Reyansh Mutti,31,Bhopal,Tier 2,gig_worker,44090.14,24833.15,52,2,0.7907,Home Loan,0.0911,1,0.2299,0.1717
IDBI100216,Qasim Handa,39,Jaipur,Tier 2,salaried,149318.11,146170.3,13,1,0.2777,Mortgage Loan,0.0198,0,0.3516,0.1058
IDBI100217,Veda Malhotra,43,Dhanbad,Tier 3,salaried,121043.02,119280.94,25,2,0.9393,Auto Loan,0.0832,0,0.3552,0.1718
IDBI100218,Harish Hari,47,Ujjain,Tier 3,self_employed,264138.95,204888.42,33,0,0.2208,Personal Loan,0.0198,0,0.3926,0.0
IDBI100219,Utkarsh Patel,47,Nagpur,Tier 2,salaried,217641.92,208578.32,3,0,0.5441,Home Loan,0.0431,0,0.3521,0.0
IDBI100220,Chasmum Atwal,62,Hyderabad,Tier 1,salaried,170733.49,168873.06,9,0,0.5867,Home Loan,0.0759,1,0.2744,0.0
IDBI100221,Anusha Bath,56,Jaipur,Tier 2,salaried,167073.03,167074.91,19,3,0.4862,Mortgage Loan,0.0431,0,0.2843,0.2044
IDBI100222,Brinda Date,33,Shimla,Tier 3,salaried,72342.28,72398.74,19,0,0.913,Home Loan,0.31,0,0.2773,0.0
IDBI100223,Harshil Arora,50,Moradabad,Tier 3,self_employed,221659.36,176005.93,14,2,0.3058,Auto Loan,0.0323,0,0.3112,0.1726
IDBI100224,Upasna Srinivas,35,Kochi,Tier 2,gig_worker,70424.25,38024.79,37,0,0.8906,Mortgage Loan,0.2689,1,0.1403,0.0
IDBI100225,Harini Gour,27,Mumbai,Tier 1,salaried,97442.76,93240.18,16,2,0.8375,Auto Loan,0.0998,0,0.3521,0.1527
IDBI100226,Zayyan Sridhar,40,Hyderabad,Tier 1,self_employed,400000.0,333394.17,54,3,0.394,Home Loan,0.018,0,0.3862,0.2017
IDBI100227,Dhruv Rattan,40,Shimla,Tier 3,self_employed,261575.7,219425.95,38,3,0.6771,Home Loan,0.0323,0,0.3533,0.2021
IDBI100228,Ethan Bera,30,Mysuru,Tier 2,gig_worker,31202.48,25094.15,7,0,0.4559,Auto Loan,0.0522,0,0.142,0.0
IDBI100229,Manthan Modi,47,Mumbai,Tier 1,gig_worker,25404.19,22402.04,14,1,0.566,Mortgage Loan,0.0356,0,0.2087,0.1052
IDBI100230,Yuvraj Dani,43,Jalandhar,Tier 3,salaried,187999.52,180261.17,43,1,0.8667,Home Loan,0.2891,1,0.345,0.1007
IDBI100231,Upkaar Virk,44,Bilaspur,Tier 3,self_employed,179289.44,168164.26,10,1,0.6849,Auto Loan,0.0431,0,0.2282,0.1069
IDBI100232,Shravya Savant,27,Delhi,Tier 1,salaried,121703.0,125156.18,30,1,0.5286,Auto Loan,0.0691,0,0.2721,0.1045
IDBI100233,Pushti Mody,48,Vadodara,Tier 2,gig_worker,80000.0,68172.95,31,4,0.9411,Home Loan,0.0911,0,0.2453,0.1559
IDBI100234,Hardik Johal,23,Jodhpur,Tier 3,gig_worker,47217.96,42010.07,58,2,0.9144,Auto Loan,0.1419,0,0.1648,0.1644
IDBI100235,Aishani Bumb,38,Indore,Tier 2,self_employed,109589.86,94187.62,11,0,0.3971,Mortgage Loan,0.0323,0,0.307,0.0
IDBI100236,Wriddhish Ghose,47,Ahmedabad,Tier 1,salaried,174246.42,179109.68,33,4,0.5492,Auto Loan,0.0241,0,0.3585,0.1818
IDBI100237,Naksh Agate,55,Hyderabad,Tier 1,salaried,250000.0,238293.59,19,0,0.6914,Home Loan,0.1192,0,0.3521,0.0
IDBI100238,Shravya Singhal,44,Bengaluru,Tier 1,self_employed,138791.59,138638.25,3,4,0.4581,Mortgage Loan,0.0241,0,0.2419,0.2323
IDBI100239,Bachittar Kata,35,Ahmedabad,Tier 1,salaried,94664.09,92102.16,22,1,0.6434,Auto Loan,0.1091,1,0.2821,0.0906
IDBI100240,Barkha Setty,21,Jodhpur,Tier 3,salaried,109094.67,106906.05,9,0,0.7506,Home Loan,0.1192,0,0.3761,0.0
IDBI100241,Vivaan Lalla,34,Ahmedabad,Tier 1,gig_worker,51946.91,30802.19,3,1,0.8224,Home Loan,0.1545,0,0.1779,0.0932
IDBI100242,Pavani Contractor,41,Pune,Tier 1,salaried,83229.06,79752.36,22,2,0.8677,Mortgage Loan,0.1978,0,0.2739,0.1518
IDBI100243,Manthan Lata,42,Hyderabad,Tier 1,salaried,165337.77,170961.04,163,2,0.7868,Auto Loan,0.2497,0,0.339,0.1716
IDBI100244,Ekbal Bhasin,47,Lucknow,Tier 2,salaried,114476.6,113949.89,51,0,0.8273,Mortgage Loan,0.31,0,0.3488,0.0
IDBI100245,Damyanti Mani,40,Delhi,Tier 1,self_employed,97203.83,63813.28,30,0,0.3693,Personal Loan,0.0266,0,0.4541,0.0
IDBI100246,Jeet Sidhu,26,Pune,Tier 1,self_employed,231690.41,173062.61,3,3,0.1948,Home Loan,0.0163,0,0.3296,0.172
IDBI100247,Neha Magar,40,Bhopal,Tier 2,self_employed,250319.93,165416.27,22,1,0.5411,Home Loan,0.0573,0,0.2522,0.1056
IDBI100248,Raksha Buch,40,Visakhapatnam,Tier 2,salaried,125205.88,128468.44,6,1,0.391,Personal Loan,0.0293,0,0.2782,0.1001
IDBI100249,Rachana Naidu,32,Visakhapatnam,Tier 2,self_employed,119119.78,114860.33,25,1,0.499,Home Loan,0.0392,0,0.3089,0.1003
IDBI100250,Atharv Chand,37,Ahmedabad,Tier 1,salaried,111219.5,113717.47,4,1,0.759,Mortgage Loan,0.0911,0,0.3565,0.0918
IDBI100251,Ansh Luthra,41,Mumbai,Tier 1,self_employed,166003.69,137170.94,95,1,0.6053,Personal Loan,0.0998,0,0.2399,0.1108
IDBI100252,Parth Singhal,38,Bareilly,Tier 3,salaried,155982.55,157721.18,40,4,0.6786,Mortgage Loan,0.0691,0,0.2701,0.2372
IDBI100253,Arunima Golla,46,Bareilly,Tier 3,salaried,250000.0,245999.3,3,1,0.784,Home Loan,0.1091,0,0.3547,0.1065
IDBI100254,Vyanjana Chand,27,Bareilly,Tier 3,salaried,159623.81,159648.04,10,3,0.6975,Personal Loan,0.0219,1,0.3739,0.2426
IDBI100255,Ijaya Rege,28,Lucknow,Tier 2,gig_worker,80000.0,82987.02,86,1,0.7972,Home Loan,0.2315,1,0.1654,0.0918
IDBI100256,Ekani Cheema,40,Mumbai,Tier 1,salaried,250000.0,244998.55,32,1,0.7871,Mortgage Loan,0.3318,0,0.2853,0.0972
IDBI100257,Forum Sabharwal,43,Rourkela,Tier 3,self_employed,229301.23,197843.9,82,1,0.391,Personal Loan,0.0266,0,0.3995,0.1086
IDBI100258,Bhavya Rattan,39,Chandigarh,Tier 2,salaried,97895.78,99449.56,27,0,0.8254,Auto Loan,0.31,0,0.2819,0.0
IDBI100259,Suhani Chakrabarti,37,Kolkata,Tier 1,salaried,172250.82,164547.17,42,1,0.3645,Auto Loan,0.0522,0,0.2791,0.1082
IDBI100260,Zayyan Naik,37,Delhi,Tier 1,salaried,250000.0,257642.86,14,0,0.7504,Home Loan,0.4502,0,0.2741,0.0
IDBI100261,Netra Varkey,50,Jodhpur,Tier 3,salaried,109075.82,108629.96,13,1,0.5947,Home Loan,0.0266,0,0.3678,0.1026
IDBI100262,Turvi Sachdev,26,Nagpur,Tier 2,gig_worker,37636.67,31513.68,45,0,0.7219,Home Loan,0.1192,0,0.1309,0.0
IDBI100263,Raghav Vasa,35,Nagpur,Tier 2,salaried,100331.6,103679.1,60,2,0.7203,Mortgage Loan,0.0323,0,0.3753,0.1837
IDBI100264,Wishi Sathe,36,Ahmedabad,Tier 1,salaried,97898.54,101102.78,3,1,0.5158,Mortgage Loan,0.0219,0,0.35,0.1048
IDBI100265,Samar Loke,40,Kanpur,Tier 2,salaried,194413.1,199320.05,27,2,0.5634,Auto Loan,0.0293,0,0.3792,0.1962
IDBI100266,Bhavna Sarma,21,Rourkela,Tier 3,salaried,78651.81,81359.11,23,1,0.2972,Personal Loan,0.0431,1,0.2776,0.0967
IDBI100267,Jairaj Balakrishnan,53,Bengaluru,Tier 1,self_employed,146797.67,135372.7,105,2,0.5099,Auto Loan,0.0474,0,0.2792,0.1519
IDBI100268,Nathan Mukhopadhyay,42,Chennai,Tier 1,salaried,77299.67,77658.8,19,0,0.7803,Personal Loan,0.3543,1,0.2899,0.0
IDBI100269,Nikita Chander,29,Ahmedabad,Tier 1,self_employed,185445.03,155955.52,6,1,0.4307,Home Loan,0.0163,0,0.3831,0.1105
IDBI100270,Ishaan Shenoy,21,Hyderabad,Tier 1,self_employed,400000.0,241808.41,55,1,0.5052,Auto Loan,0.0691,0,0.2697,0.1024
IDBI100271,Mitesh Tara,27,Delhi,Tier 1,salaried,130853.29,135202.38,58,1,0.8613,Home Loan,0.1301,0,0.3501,0.09
IDBI100272,Yashodhara Mahajan,31,Ahmedabad,Tier 1,self_employed,206368.3,160315.73,14,1,0.2018,Home Loan,0.0323,0,0.3433,0.0823
IDBI100273,Vasudha Sodhi,41,Delhi,Tier 1,salaried,77203.33,78590.65,3,0,0.5641,Home Loan,0.0759,0,0.2719,0.0
IDBI100274,Tanmayi Dhillon,44,Mathura,Tier 3,gig_worker,26657.78,19907.56,9,4,0.827,Personal Loan,0.0998,0,0.1099,0.185
IDBI100275,Rayaan Trivedi,51,Mumbai,Tier 1,gig_worker,68763.05,70115.0,12,2,0.8024,Personal Loan,0.1091,0,0.2643,0.1712
IDBI100276,Ekaraj Majumdar,21,Shimla,Tier 3,self_employed,231893.05,211441.63,3,1,0.5124,Auto Loan,0.0392,0,0.3371,0.1035
IDBI100277,Harini Tripathi,30,Hyderabad,Tier 1,salaried,109625.61,111560.32,32,3,0.8078,Home Loan,0.1978,0,0.2741,0.2204
IDBI100278,Aarnav Mandal,45,Kanpur,Tier 2,self_employed,239129.88,224729.14,3,2,0.317,Personal Loan,0.01,0,0.4034,0.1871
IDBI100279,Vrishti Dixit,21,Pune,Tier 1,salaried,80495.21,80882.76,6,1,0.617,Personal Loan,0.0759,0,0.2764,0.1024
IDBI100280,Veda Pai,57,Ahmedabad,Tier 1,self_employed,284098.88,216664.1,5,1,0.3168,Mortgage Loan,0.0573,0,0.1456,0.1175
IDBI100281,Krishna Shah,40,Patna,Tier 2,gig_worker,28322.47,25408.11,36,1,0.5299,Personal Loan,0.0474,0,0.1287,0.0896
IDBI100282,Ranbir Khare,25,Hyderabad,Tier 1,salaried,94022.04,93100.88,46,1,0.7877,Personal Loan,0.1301,0,0.3711,0.0932
IDBI100283,Vivaan Roy,51,Ranchi,Tier 2,gig_worker,45786.47,37026.45,3,1,0.9416,Personal Loan,0.1301,0,0.1685,0.1019
IDBI100284,Eesha Solanki,32,Pune,Tier 1,salaried,135350.51,135781.89,74,3,0.4505,Home Loan,0.0323,0,0.358,0.166
IDBI100285,Libni Doshi,28,Mumbai,Tier 1,self_employed,231237.15,202880.28,43,4,0.1243,Home Loan,0.0241,0,0.2803,0.1702
IDBI100286,Balhaar Date,27,Bengaluru,Tier 1,gig_worker,42829.93,36462.76,28,0,0.6529,Personal Loan,0.0911,1,0.2247,0.0
IDBI100287,Harish Sarraf,28,Visakhapatnam,Tier 2,self_employed,207250.75,181494.49,10,1,0.2936,Home Loan,0.0134,0,0.4162,0.0961
IDBI100288,Tanmayi Aurora,50,Jaipur,Tier 2,salaried,185488.6,186535.95,15,1,0.6911,Home Loan,0.063,1,0.3697,0.0949
IDBI100289,Nimrat Dubey,50,Rourkela,Tier 3,salaried,193077.09,188267.14,4,2,0.6101,Mortgage Loan,0.0323,0,0.3547,0.1599
IDBI100290,Upasna Lanka,21,Agartala,Tier 3,salaried,77243.11,74270.38,77,1,0.2028,Auto Loan,0.0356,0,0.2822,0.1052
IDBI100291,Mitali Buch,30,Salem,Tier 3,self_employed,400000.0,333077.86,18,1,0.2842,Personal Loan,0.0431,1,0.1865,0.0994
IDBI100292,Lajita Nadig,30,Guwahati,Tier 2,self_employed,230769.26,170352.1,58,1,0.5893,Home Loan,0.0573,0,0.2418,0.097
IDBI100293,Balendra Biswas,46,Ahmedabad,Tier 1,salaried,94203.96,98344.87,50,2,0.5083,Home Loan,0.0323,0,0.372,0.1481
IDBI100294,Bhavna Karan,42,Agartala,Tier 3,salaried,181891.88,173530.05,18,3,0.6461,Mortgage Loan,0.0998,0,0.339,0.1967
IDBI100295,Radha Chaudhari,33,Pune,Tier 1,salaried,209346.58,206901.73,8,1,0.6133,Auto Loan,0.1091,0,0.2742,0.0967
IDBI100296,Sachi Ganesan,50,Chandigarh,Tier 2,self_employed,385948.91,323975.24,19,3,0.6847,Mortgage Loan,0.0323,0,0.3679,0.2197
IDBI100297,Ayush Batra,40,Moradabad,Tier 3,salaried,194673.76,186499.52,20,0,0.5711,Home Loan,0.063,0,0.3737,0.0
IDBI100298,Daksh Memon,25,Guwahati,Tier 2,salaried,236987.82,228582.49,25,0,0.3748,Mortgage Loan,0.0474,0,0.3661,0.0
IDBI100299,Kavya Sankar,56,Ujjain,Tier 3,salaried,150094.83,152279.8,3,3,0.7479,Auto Loan,0.0219,0,0.3515,0.2405
IDBI100300,Yash Wali,39,Kochi,Tier 2,gig_worker,37236.9,31012.35,3,0,0.856,Personal Loan,0.1978,0,0.1696,0.0
IDBI100301,Pranit Garde,55,Ahmedabad,Tier 1,salaried,145302.64,148625.08,13,1,0.6216,Mortgage Loan,0.1091,0,0.3492,0.1022
IDBI100302,Farhan Raja,32,Kanpur,Tier 2,gig_worker,40149.68,28504.77,54,2,0.8155,Auto Loan,0.1824,0,0.1181,0.1285
IDBI100303,Widisha Dhar,24,Hyderabad,Tier 1,self_employed,382046.37,293413.29,31,3,0.3151,Home Loan,0.063,0,0.1555,0.2156
IDBI100304,Triya Kumar,27,Indore,Tier 2,gig_worker,53700.06,39609.2,5,0,0.4866,Home Loan,0.0522,0,0.1067,0.0
IDBI100305,Aadhya Andra,26,Hyderabad,Tier 1,self_employed,115006.6,90705.24,29,1,0.4662,Mortgage Loan,0.0474,0,0.3259,0.09
IDBI100306,Bhavna Dugar,36,Mumbai,Tier 1,self_employed,400000.0,357604.03,33,1,0.2781,Home Loan,0.0522,0,0.2524,0.1007
IDBI100307,Riya Pai,23,Mumbai,Tier 1,salaried,226012.16,215252.77,31,1,0.4918,Home Loan,0.0998,0,0.3484,0.1066
IDBI100308,Panini Krishna,30,Chandigarh,Tier 2,gig_worker,49339.6,51036.64,32,4,0.9145,Personal Loan,0.1419,0,0.1611,0.2216
IDBI100309,Chasmum Issac,31,Bhopal,Tier 2,self_employed,400000.0,253051.99,3,0,0.3116,Auto Loan,0.0474,0,0.1938,0.0
IDBI100310,Vasudha Chhabra,28,Mumbai,Tier 1,self_employed,354008.53,344486.12,3,0,0.2727,Mortgage Loan,0.0573,0,0.2278,0.0
IDBI100311,Lakshmi Parmer,23,Mathura,Tier 3,gig_worker,27044.95,27798.19,3,1,0.882,Personal Loan,0.1301,0,0.1324,0.1122
IDBI100312,Chakrika Bains,34,Coimbatore,Tier 2,salaried,204286.24,200457.87,19,0,0.6407,Auto Loan,0.0998,0,0.3536,0.0
IDBI100313,Anvi Anand,39,Siliguri,Tier 3,self_employed,197843.53,129050.75,40,2,0.5766,Mortgage Loan,0.0198,0,0.3695,0.1755
IDBI100314,Watika Mangat,21,Bengaluru,Tier 1,salaried,90647.33,93216.16,86,3,0.5806,Personal Loan,0.0323,0,0.3673,0.1538
IDBI100315,Indira Kanda,42,Jaipur,Tier 2,salaried,91663.43,94494.24,75,2,0.4337,Mortgage Loan,0.0266,0,0.3827,0.1421
IDBI100316,Zashil Devan,29,Delhi,Tier 1,salaried,148988.44,143326.18,13,2,0.6872,Auto Loan,0.0832,0,0.2805,0.1609
IDBI100317,Balveer More,25,Jalandhar,Tier 3,salaried,230062.88,234151.63,10,1,0.7438,Home Loan,0.0911,0,0.3445,0.0917
IDBI100318,Bahadurjit Patla,56,Bengaluru,Tier 1,self_employed,105933.0,94084.78,25,3,0.3168,Auto Loan,0.0266,0,0.2359,0.2126
IDBI100319,Gautam Merchant,48,Lucknow,Tier 2,salaried,219244.59,209317.12,117,2,0.6323,Home Loan,0.1301,0,0.2828,0.1771
IDBI100320,Ojasvi Gill,41,Delhi,Tier 1,salaried,169976.02,167751.65,15,1,0.6384,Home Loan,0.1091,0,0.2755,0.0969
IDBI100321,Kevin Zacharia,48,Bareilly,Tier 3,salaried,153091.71,154551.69,19,2,0.7249,Home Loan,0.0323,0,0.3817,0.1766
IDBI100322,Yachana Mahajan,56,Jalandhar,Tier 3,salaried,215275.42,225947.37,20,2,0.6641,Auto Loan,0.063,1,0.3738,0.1446
IDBI100323,Aarini Subramaniam,33,Jodhpur,Tier 3,self_employed,223596.05,217228.75,20,0,0.5559,Mortgage Loan,0.0911,1,0.2706,0.0
IDBI100324,Hamsini Contractor,23,Pune,Tier 1,salaried,130370.45,134312.87,15,2,0.6165,Home Loan,0.0392,0,0.3514,0.1609
IDBI100325,Faqid Dhaliwal,53,Shimla,Tier 3,self_employed,234925.47,234186.45,70,0,0.3373,Home Loan,0.0911,0,0.2939,0.0
IDBI100326,Mekhala Pau,32,Salem,Tier 3,salaried,80779.98,78627.73,3,0,0.6464,Auto Loan,0.0998,0,0.2892,0.0
IDBI100327,Megha Atwal,21,Dhanbad,Tier 3,salaried,95821.73,100166.31,3,1,0.5349,Mortgage Loan,0.018,0,0.3672,0.1065
IDBI100328,Jatin Sha,32,Hyderabad,Tier 1,salaried,150528.93,144174.45,111,1,0.5684,Auto Loan,0.0911,0,0.3488,0.1034
IDBI100329,Adweta Raj,38,Dhanbad,Tier 3,gig_worker,31962.85,21523.18,17,1,0.8334,Home Loan,0.31,0,0.0835,0.1099
IDBI100330,Hritik Kaur,43,Dhanbad,Tier 3,self_employed,126241.91,103369.17,3,1,0.4998,Home Loan,0.0266,0,0.2433,0.1012
IDBI100331,Aryan Narang,42,Mumbai,Tier 1,gig_worker,53835.02,30428.06,143,2,0.7848,Auto Loan,0.2142,0,0.1588,0.1555
IDBI100332,Dev Shetty,34,Dhanbad,Tier 3,self_employed,111100.34,94908.37,15,0,0.3001,Home Loan,0.0474,0,0.3206,0.0
IDBI100333,Nilima Dada,49,Delhi,Tier 1,salaried,248460.98,253332.8,16,1,0.8304,Auto Loan,0.3318,0,0.3402,0.0964
IDBI100334,Chakradev Barad,42,Pune,Tier 1,self_employed,172842.08,145865.77,9,1,0.4704,Personal Loan,0.0148,0,0.3847,0.0973
IDBI100335,Waida D’Alia,35,Kochi,Tier 2,salaried,174178.82,168286.25,121,0,0.4751,Mortgage Loan,0.0573,0,0.3743,0.0
IDBI100336,Wahab Yogi,39,Kolkata,Tier 1,salaried,121571.54,120016.42,51,3,0.8753,Auto Loan,0.2497,0,0.276,0.1375
IDBI100337,Lipika Setty,36,Mysuru,Tier 2,salaried,133164.48,133018.64,15,4,0.7406,Auto Loan,0.0691,0,0.346,0.1762
IDBI100338,Oni Dubey,48,Indore,Tier 2,self_employed,257186.56,194952.9,3,2,0.328,Mortgage Loan,0.0293,0,0.2773,0.1457
IDBI100339,Hardik Suri,23,Nagpur,Tier 2,salaried,227775.34,227379.04,8,4,0.3051,Home Loan,0.0148,0,0.3871,0.1992
IDBI100340,Ati Bali,40,Kolkata,Tier 1,salaried,222244.1,223370.0,5,4,0.7574,Home Loan,0.0998,0,0.3779,0.1927
IDBI100341,Teerth Sawhney,39,Hyderabad,Tier 1,self_employed,91134.37,71939.13,69,2,0.6598,Personal Loan,0.0356,0,0.4865,0.1545
IDBI100342,Warinder Patil,41,Indore,Tier 2,salaried,76696.56,74485.75,3,1,0.7819,Mortgage Loan,0.1545,0,0.2817,0.1083
IDBI100343,Jhalak Parmer,56,Rourkela,Tier 3,salaried,101444.38,99443.64,27,2,0.6266,Auto Loan,0.0323,0,0.3522,0.1756
IDBI100344,Mitali Majumdar,38,Udaipur,Tier 3,self_employed,275664.06,234135.77,33,2,0.2112,Personal Loan,0.009,0,0.3615,0.1744
IDBI100345,Jason Sha,32,Kochi,Tier 2,self_employed,89169.57,73410.49,15,3,0.3529,Auto Loan,0.0219,0,0.2952,0.1818
IDBI100346,Simon Bail,32,Chennai,Tier 1,self_employed,196777.09,124788.4,129,2,0.7317,Auto Loan,0.1091,0,0.2638,0.1776
IDBI100347,Gauri Kohli,36,Ahmedabad,Tier 1,salaried,250000.0,239048.66,30,0,0.4817,Home Loan,0.0759,0,0.3575,0.0
IDBI100348,Samesh Biswas,35,Kolkata,Tier 1,salaried,250000.0,245810.67,13,0,0.765,Auto Loan,0.4502,0,0.3458,0.0
IDBI100349,Tarak Kaul,34,Salem,Tier 3,self_employed,121878.0,103877.62,21,2,0.4531,Mortgage Loan,0.0392,0,0.2714,0.1491
IDBI100350,Manbir Agate,37,Delhi,Tier 1,salaried,151396.77,151619.97,3,0,0.5764,Mortgage Loan,0.0759,0,0.279,0.0
IDBI100351,Maanav De,21,Mathura,Tier 3,self_employed,231721.35,210064.42,18,4,0.2001,Home Loan,0.0198,0,0.3246,0.2226
IDBI100352,Owen Choudhary,49,Siliguri,Tier 3,salaried,182215.79,173839.95,14,1,0.5304,Mortgage Loan,0.0832,1,0.3439,0.0988
IDBI100353,Karan Aurora,34,Coimbatore,Tier 2,self_employed,399700.33,381352.31,3,2,0.5443,Home Loan,0.018,0,0.3682,0.1212
IDBI100354,Wazir Naik,52,Delhi,Tier 1,self_employed,279464.92,250238.04,3,1,0.2179,Auto Loan,0.01,0,0.4422,0.1068
IDBI100355,Owen Lanka,33,Delhi,Tier 1,gig_worker,31376.81,29924.54,18,2,0.6983,Personal Loan,0.0691,0,0.1776,0.1706
IDBI100356,Jonathan Sama,34,Hyderabad,Tier 1,salaried,145973.23,151583.62,5,2,0.5419,Mortgage Loan,0.0219,0,0.3695,0.1466
