customer_id,name,city,age,city_tier,occupation,declared_monthly_income,tenure_months,existing_products,digital_engagement_score,loan_product_interest,true_monthly_income,loan_converted,conversion_probability,cashflow_cv_label,existing_emi_ratio_label,monthly_credit_mean,monthly_credit_std,cashflow_cv,has_salary_credit,salary_regularity_score,estimated_salary,avg_monthly_income_proxy,avg_monthly_emi,emi_count,emi_to_income_ratio,recency_score,frequency_score,monetary_score,spend_concentration_hhi,has_auto_spend,has_realestate_spend,has_wedding_spend,has_education_spend,has_home_improvement_spend,has_jewellery_spend,total_monthly_debit,total_debit,avg_app_logins,avg_emi_calc_views,avg_loan_page_visits,total_product_views,engagement_trend,digital_engagement_composite,occupation_encoded,city_tier_encoded,interest_personal_loan,interest_home_loan,interest_mortgage_loan,interest_auto_loan,lead_score,lead_score_raw,estimated_income,income_confidence_band,income_deviation_pct,income_deviation_flag,loan_readiness_score,eligible_loan_amount,risk_flag_count,recommendation,explanation_summary
IDBI100405,Qushi Gill,Udaipur,36,Tier 3,self_employed,116126.07,35,1,0.4444,Home Loan,187923.22,0,0.001,0.2196,0.0914,215741.91833333333,47381.42218049004,0.21962084395339013,0,0.5817,89003.04,215741.91833333333,17179.212499999998,1.0,0.07962853316923396,0.8461538461538461,0.4769874476987448,0.41742810330357266,0.2396,0,1,0,1,0,0,237949.19,2855390.22,8.5,0.8333333333333334,2.0833333333333335,8,-0.0156,0.34399193407419126,1,0,0,1,0,0,2.2,0.0218694885361552,188602.48,High,-38.4,1,49.8,7800000.0,1,Review Required,Diversified spending across categories → strong Home Loan intent
IDBI100406,Lajita Walia,Moradabad,37,Tier 3,gig_worker,44196.01,99,2,0.7552,Personal Loan,80000.0,0,0.0015,0.1737,0.1571,93053.25833333335,16166.289299641023,0.17373157683238233,0,0.7618,16715.1,93053.25833333335,12565.790833333333,1.5,0.13503869782098799,1.0,0.7364016736401674,0.17049379002428158,0.1063,0,0,0,1,0,0,67983.0,815795.97,13.583333333333334,1.8333333333333333,2.4166666666666665,5,-0.08,0.504147418531994,0,0,1,0,0,0,0.0,0.0,80930.39,High,-45.4,1,52.7,1254000.0,1,Review Required,Frequent app usage (13.6 logins/month) + Active digital banking engagement (score: 0.50) + Long banking relationship (99 months) with IDBI Bank → strong Personal Loan intent
IDBI100407,Xiti Pandya,Patna,39,Tier 2,self_employed,69877.9,116,0,0.5091,Personal Loan,115160.39,0,0.004,0.2565,0.0,137582.43416666667,35288.89201339075,0.2564927145469891,0,0.5578,46808.33,137582.43416666667,0.0,0.0,0.0,0.8461538461538461,0.3682008368200837,0.26011724385690943,0.1456,0,0,1,1,0,0,102732.26,1232787.1,8.166666666666666,1.75,2.5833333333333335,10,0.0476,0.44102873348888716,1,1,1,0,0,0,2.4,0.023809523809523808,115203.35,High,-39.3,1,54.9,2500000.0,1,Review Required,Mixed signals detected for Personal Loan eligibility — review recommended
IDBI100408,Mekhala Basak,Vadodara,21,Tier 2,salaried,254610.88,25,2,0.439,Home Loan,250000.0,0,0.001,0.2774,0.1599,270110.8590909091,74928.8462336276,0.277400347715785,1,1.0,270110.86,247601.62083333335,39963.77166666667,1.6666666666666667,0.161403513967977,0.9230769230769231,0.28870292887029286,0.4815518271923169,0.1078,0,1,0,1,0,0,266120.0,3193440.04,9.0,1.3333333333333333,1.5833333333333333,8,-0.1324,0.3550162562287431,2,1,0,1,0,0,1.6,0.01602655286865813,249880.38,High,1.9,0,47.1,8352000.0,0,Review Required,Mixed signals detected for Home Loan eligibility — review recommended
IDBI100409,Anirudh Sharaf,Pune,38,Tier 1,self_employed,192191.74,58,3,0.2949,Personal Loan,274058.67,0,0.001,0.3117,0.1842,321529.8175,100226.98632383098,0.3117191030776826,0,0.628,133556.72,321529.8175,50493.0025,2.0,0.1570398754697144,0.6923076923076923,0.6317991631799164,0.6303464140421505,0.1067,0,0,1,1,0,0,246228.96,2954747.53,6.833333333333333,0.6666666666666666,1.5,5,0.3256,0.29316864391362807,1,2,1,0,0,0,0.0,0.0,273618.6,High,-29.8,1,49.7,2500000.0,2,Review Required,Mixed signals detected for Personal Loan eligibility — review recommended
IDBI100410,Dhriti Sanghvi,Ujjain,49,Tier 3,salaried,116012.1,10,1,0.5314,Mortgage Loan,120962.85,0,0.0012,0.2781,0.1053,131527.42545454545,36574.27183041635,0.27807335013225853,1,1.0,131527.43,120566.80666666666,12743.143333333333,1.0,0.10569362899827432,0.7692307692307692,0.3807531380753138,0.22587005025540846,0.0988,0,0,0,1,0,0,102014.08,1224168.93,9.0,1.5833333333333333,1.9166666666666667,6,0.0794,0.40350519239895594,2,0,0,0,1,0,0.0,0.0,120562.0,High,-3.8,0,43.8,3975000.0,1,Review Required,Highly regular income credit pattern (100% regularity) → strong Mortgage Loan intent
IDBI100411,Omisha Mann,Mumbai,44,Tier 1,self_employed,104678.91,4,2,0.2665,Personal Loan,110249.69,0,0.001,0.2402,0.1813,118194.8175,28386.539831734954,0.2401673815498294,0,0.7104,43206.41,118194.8175,19989.684166666666,1.75,0.16912487864932543,1.0,0.606694560669456,0.22109596994532316,0.1091,0,0,0,1,0,0,107837.98,1294055.82,5.833333333333333,1.0,1.25,3,0.125,0.2812251591789923,1,2,1,0,0,0,0.0,0.0,109575.25,High,-4.5,0,42.6,1564000.0,1,Review Required,Mixed signals detected for Personal Loan eligibility — review recommended
IDBI100412,Nidhi Bail,Shimla,51,Tier 3,salaried,145611.8,27,2,0.7814,Mortgage Loan,139337.72,0,0.0044,0.338,0.1323,168240.376,56872.57441073337,0.3380435527006512,1,1.0,168240.38,140200.31333333332,18431.785,1.3333333333333333,0.13146750218865416,0.9230769230769231,0.24686192468619247,0.26538622465977246,0.1016,0,0,0,1,0,0,115039.46,1380473.46,14.333333333333334,3.25,3.1666666666666665,11,0.2105,0.6794077315510558,2,0,0,0,1,0,10.3,0.10294867531315817,139556.16,High,4.3,0,49.8,4249000.0,1,Review Required,Active digital banking engagement (score: 0.68) + Frequent loan product page visits (3.2/month) indicate interest + Frequent app usage (14.3 logins/month) → strong Mortgage Loan intent
IDBI100413,Onveer Sharma,Delhi,28,Tier 1,self_employed,46896.68,9,2,0.3389,Home Loan,72965.0,0,0.001,0.2424,0.1549,78838.24833333334,19109.406821814147,0.2423875114654794,0,0.5774,29977.04,78838.24833333334,11301.511666666665,1.5833333333333333,0.14335061858405485,0.9230769230769231,0.5230125523012552,0.14188337295225337,0.1047,0,0,0,1,0,0,65047.48,780569.73,6.333333333333333,1.25,1.6666666666666667,10,0.087,0.3286030451633315,1,2,0,1,0,0,0.0,0.0,70309.48,High,-33.3,1,42.9,2344000.0,2,Review Required,Mixed signals detected for Home Loan eligibility — review recommended
IDBI100414,Gaurang Sarkar,Mysuru,21,Tier 2,gig_worker,14148.86,22,1,0.7221,Personal Loan,21899.53,0,0.0354,0.1287,0.0818,25789.484166666665,3318.8054928884453,0.12868832394786928,0,0.7038,4043.75,25789.484166666665,1792.0349999999999,1.0,0.06948704318468822,1.0,0.7196652719665272,0.03511262372562637,0.0968,0,0,0,1,0,0,15286.99,183443.83,13.333333333333334,2.1666666666666665,2.4166666666666665,6,-0.1827,0.5211986085185478,0,1,1,0,0,0,15.4,0.1536804957345708,21624.2,High,-34.6,1,54.0,405000.0,1,Review Required,Active digital banking engagement (score: 0.52) → strong Personal Loan intent
IDBI100415,Yagnesh Sarin,Chandigarh,34,Tier 2,salaried,119440.58,15,2,0.6821,Home Loan,115130.13,0,0.0071,0.3489,0.1565,172908.1625,60324.81781692219,0.34888357463703995,1,1.0,172908.16,115272.10833333334,18018.149166666666,1.6666666666666667,0.1563097042917219,1.0,0.18410041841004185,0.21521346066544414,0.3692,0,1,0,1,0,0,265643.32,3187719.8,14.75,1.5,3.25,7,0.3226,0.5612338865380052,2,1,0,1,0,0,23.3,0.2333333333333333,119897.5,High,-0.4,0,52.5,4141000.0,1,Review Required,Active digital banking engagement (score: 0.56) + Diversified spending across categories + Frequent app usage (14.8 logins/month) → strong Home Loan intent
IDBI100416,Farhan Randhawa,Salem,24,Tier 3,gig_worker,51122.24,11,3,0.6715,Personal Loan,61824.35,0,0.0856,0.1638,0.2103,69183.11416666667,11332.653501583542,0.16380664036432988,0,0.7417,12805.5,69183.11416666667,13004.285000000002,2.0833333333333335,0.18796906089933774,1.0,0.7573221757322176,0.12245057512835301,0.117,0,0,0,1,0,0,55771.84,669262.13,13.333333333333334,2.6666666666666665,2.6666666666666665,3,-0.0408,0.5806539808589734,0,0,1,0,0,0,1.9,0.0193632228719948,63010.34,High,-18.9,0,44.6,832000.0,1,Review Required,Active digital banking engagement (score: 0.58) + Frequent app usage (13.3 logins/month) → strong Personal Loan intent
IDBI100417,Harinakshi Kant,Bengaluru,44,Tier 1,salaried,250991.54,3,0,0.462,Auto Loan,250000.0,0,0.001,0.3513,0.0,300122.71,105447.32658809159,0.3513473758386747,1,1.0,300122.71,250102.25833333333,0.0,0.0,0.0,0.9230769230769231,0.20502092050209206,0.4865848367942063,0.1096,0,0,0,1,0,0,165516.24,1986194.93,8.333333333333334,1.75,1.4166666666666667,10,-0.05,0.3727542167602626,2,2,0,0,0,1,0.0,0.0,250082.45,High,0.4,0,44.0,2000000.0,2,Review Required,Low existing EMI burden (0% of income) → strong Auto Loan intent
IDBI100418,Om Bose,Vadodara,36,Tier 2,salaried,103951.89,24,3,0.7721,Home Loan,103824.59,0,0.2157,0.357,0.1933,124565.47,44471.6349766535,0.3570141466704497,1,1.0,124565.47,103804.55833333333,20066.787500000002,1.75,0.19331316294957185,1.0,0.3389121338912134,0.19213283052207197,0.1102,0,0,0,1,0,0,91786.56,1101438.73,16.666666666666668,3.0833333333333335,3.3333333333333335,5,0.1818,0.7058085399035039,2,1,0,1,0,0,11.5,0.11477663230240549,103889.73,High,0.1,0,48.6,3075000.0,1,Review Required,Active digital banking engagement (score: 0.71) + Frequent loan product page visits (3.3/month) indicate interest + Frequent app usage (16.7 logins/month) → strong Home Loan intent
IDBI100419,Yashvi Hari,Mumbai,42,Tier 1,salaried,69404.25,18,1,0.5306,Auto Loan,69481.02,0,0.0027,0.3566,0.0856,83266.514,29693.24327447322,0.3566048564789589,1,1.0,83266.51,69388.76166666667,5945.761666666666,1.0,0.08568767511991673,0.7692307692307692,0.3389121338912134,0.12286447991947307,0.2072,1,0,0,1,0,0,94056.13,1128673.59,10.583333333333334,1.6666666666666667,1.75,5,0.0556,0.4205127622004271,2,2,0,0,0,1,0.7,0.007017543859649123,69895.38,High,-0.7,0,44.9,1347000.0,1,Review Required,Diversified spending across categories → strong Auto Loan intent
IDBI100420,Indali Divan,Ranchi,32,Tier 2,salaried,71568.52,13,1,0.5812,Personal Loan,73799.55,0,0.0562,0.3463,0.0957,88200.057,30541.080946474212,0.346270535250042,1,1.0,88200.06,73500.0475,7060.778333333333,1.0,0.09606494925507814,0.5384615384615384,0.28451882845188287,0.1311392262892602,0.1073,0,0,1,1,0,0,76386.65,916639.85,10.75,1.8333333333333333,2.25,5,0.0,0.46085420291861107,2,1,1,0,0,0,0.0,0.0,72961.6,High,-1.9,0,43.8,1323000.0,1,Review Required,Highly regular income credit pattern (100% regularity) → strong Personal Loan intent
IDBI100421,Harshil Dhingra,Kolkata,44,Tier 1,self_employed,369764.02,42,0,0.5655,Mortgage Loan,379248.08,1,0.2485,0.2014,0.0,430880.2325,86775.02191280393,0.20139012042703522,0,0.7672,133672.03,430880.2325,0.0,0.0,0.0,1.0,0.5104602510460251,0.850434966927401,0.0939,0,0,0,1,1,0,314170.59,3770047.04,9.75,1.8333333333333333,1.8333333333333333,11,-0.0143,0.4233188032903583,1,2,0,0,1,0,70.0,0.7000000000000001,380022.44,High,-2.7,0,80.5,7500000.0,0,Pre-qualified,"Declared income of ₹369,764/month supports eligibility + Healthy monthly spending of ₹314,171 indicates active lifestyle + Consistent monthly credit amounts → strong Mortgage Loan intent"
IDBI100422,Rudra Ghose,Coimbatore,42,Tier 2,gig_worker,33247.86,10,1,0.9083,Personal Loan,31110.15,0,0.0461,0.1754,0.1001,32939.2725,5776.108923787435,0.17535629919535822,0,0.748,4885.66,32939.2725,3114.69,1.0,0.09455855468574785,0.8461538461538461,0.7740585774058577,0.049502935529373786,0.1308,0,0,0,1,0,0,34944.95,419339.42,18.583333333333332,2.0833333333333335,2.6666666666666665,8,0.0902,0.6127833528434707,0,1,1,0,0,0,6.7,0.06666666666666667,30395.89,High,9.4,0,47.7,543000.0,1,Review Required,Active digital banking engagement (score: 0.61) + Frequent app usage (18.6 logins/month) + Diversified spending across categories → strong Personal Loan intent
IDBI100423,Faqid Goel,Ujjain,37,Tier 3,self_employed,127821.17,5,2,0.2398,Auto Loan,170578.05,0,0.001,0.3029,0.1635,181535.09333333335,54980.12317697755,0.30286222992721007,0,0.5373,69850.19,181535.09333333335,27891.415833333333,1.5833333333333333,0.1536420056375509,1.0,0.49372384937238495,0.3485803480111122,0.1079,0,0,0,1,0,0,161141.04,1933692.46,4.5,0.9166666666666666,1.4166666666666667,2,-0.1795,0.2511483142845844,1,0,0,0,0,1,0.0,0.0,154930.97,High,-17.5,0,42.2,2000000.0,2,Review Required,Mixed signals detected for Auto Loan eligibility — review recommended
IDBI100424,Ucchal Sen,Udaipur,29,Tier 3,salaried,209050.74,6,2,0.439,Mortgage Loan,207925.87,0,0.001,0.2771,0.1732,225934.71545454545,62596.4855251712,0.2770556326381133,1,1.0,225934.72,207106.8225,36009.58083333333,1.75,0.17386960216307376,0.7692307692307692,0.25523012552301255,0.4000483270495569,0.1027,0,0,0,1,1,0,180799.82,2169597.85,9.666666666666666,1.0,1.9166666666666667,6,0.1061,0.36908127442062805,2,0,0,0,1,0,0.0,0.0,207618.27,High,0.7,0,42.1,5499000.0,1,Review Required,Mixed signals detected for Mortgage Loan eligibility — review recommended
IDBI100425,Diya Dora,Pune,41,Tier 1,self_employed,130249.98,6,1,0.2446,Auto Loan,165812.88,0,0.001,0.181,0.1039,195939.46833333335,35473.610040494976,0.1810437189721627,0,0.5347,76606.45,195939.46833333335,17223.141666666666,1.0,0.0879003184665509,1.0,0.4351464435146444,0.3775718982394901,0.0965,0,0,0,1,0,0,136545.56,1638546.76,4.833333333333333,0.5,0.8333333333333334,3,0.5185,0.225781887210314,1,2,0,0,0,1,0.0,0.0,165282.92,High,-21.2,1,44.4,2000000.0,2,Review Required,Increasing digital engagement trend (+52%) → strong Auto Loan intent
IDBI100426,Ekansh Singh,Bengaluru,46,Tier 1,salaried,131377.22,66,2,0.8387,Personal Loan,125422.65,0,0.0371,0.2692,0.1134,135665.66545454547,36520.82234322232,0.2691972373471205,1,1.0,135665.67,124360.19333333334,14225.5225,1.25,0.11438967822983441,1.0,0.2301255230125523,0.233504963959219,0.0961,0,0,0,1,0,0,97490.26,1169883.12,19.583333333333332,2.4166666666666665,2.3333333333333335,9,0.307,0.6437881673653405,2,2,1,0,0,0,16.3,0.16320430525838034,124368.59,High,5.6,0,59.6,2156000.0,0,Review Required,Active digital banking engagement (score: 0.64) + Frequent app usage (19.6 logins/month) → strong Personal Loan intent
IDBI100427,Chavvi Maharaj,Jaipur,50,Tier 2,self_employed,82461.9,66,0,0.3591,Home Loan,110564.44,0,0.001,0.2827,0.0,115758.06166666666,32725.444542101497,0.2827055331691427,0,0.5117,52453.3,115758.06166666666,0.0,0.0,0.0,1.0,0.33472803347280333,0.21619153437374328,0.2689,0,1,0,1,0,0,146120.87,1753450.49,7.166666666666667,0.8333333333333334,1.1666666666666667,4,-0.3871,0.2560105679031875,1,1,0,1,0,0,7.2,0.07194989752164772,101190.02,High,-18.5,0,57.6,5247000.0,0,Review Required,Diversified spending across categories → strong Home Loan intent
IDBI100428,Indira Tripathi,Indore,41,Tier 2,gig_worker,43132.22,5,2,0.8113,Mortgage Loan,55919.35,1,0.8396,0.1179,0.1835,66752.8675,7868.454506283736,0.11787440451578708,0,0.8341,8806.88,66752.86750000001,10261.920833333334,1.6666666666666667,0.15373003763970639,0.8461538461538461,0.9163179916317992,0.11755924049536717,0.1426,0,0,0,1,1,0,66826.9,801922.79,17.416666666666668,2.0,3.9166666666666665,8,-0.0308,0.6550494912204383,0,1,0,0,1,0,73.6,0.7361111111111112,61211.53,High,-29.5,1,73.5,1655000.0,2,Review Required,Active digital banking engagement (score: 0.66) + Frequent app usage (17.4 logins/month) + Frequent loan product page visits (3.9/month) indicate interest → strong Mortgage Loan intent
IDBI100429,Dayita Shenoy,Kolkata,46,Tier 1,self_employed,131449.69,17,1,0.028,Mortgage Loan,144265.72,0,0.001,0.2602,0.0899,177570.99083333334,46209.74466059837,0.2602325100723826,0,0.5538,75377.03,177570.99083333334,12971.823333333334,1.0,0.07305147801708546,0.6153846153846154,0.4811715481171548,0.3406018361534863,0.0953,0,0,0,1,1,0,123407.1,1480885.2,0.5,0.0,0.3333333333333333,0,-0.3333,0.0587764498141264,1,2,0,0,1,0,0.0,0.0,144370.33,High,-8.9,0,46.6,4979000.0,0,Review Required,Active use of EMI calculator (0.0/month) shows purchase intent → strong Mortgage Loan intent
IDBI100430,Baljiwan Bhandari,Mysuru,39,Tier 2,salaried,162246.74,30,1,0.2793,Home Loan,158699.26,0,0.001,0.2808,0.1108,171878.00454545455,48266.60591470182,0.2808189799639972,1,1.0,171878.0,157554.8375,17577.97,1.0,0.11156731382494049,0.8461538461538461,0.38493723849372385,0.30031551239822113,0.2334,0,1,0,1,0,0,224607.45,2695289.4,6.166666666666667,1.3333333333333333,0.9166666666666666,3,0.7419,0.32331304061536026,2,1,0,1,0,0,9.3,0.09293755184263537,155456.48,High,4.4,0,51.7,6035000.0,0,Review Required,Diversified spending across categories + Increasing digital engagement trend (+74%) → strong Home Loan intent
IDBI100431,Bhavini Bose,Mumbai,44,Tier 1,gig_worker,15084.19,3,2,0.6449,Home Loan,28373.69,0,0.001,0.125,0.1616,31814.735833333336,3977.4574984677606,0.1250193469876449,0,0.6962,4841.11,31814.735833333336,4586.144166666667,1.5833333333333333,0.14415157148221908,1.0,0.694560669456067,0.0472395911457876,0.112,0,0,0,1,0,0,23065.81,276789.76,12.666666666666666,1.75,2.0,8,-0.2574,0.45318928181602464,0,2,0,1,0,0,1.9,0.0193632228719948,28349.35,High,-46.8,1,44.8,942000.0,2,Review Required,Mixed signals detected for Home Loan eligibility — review recommended
IDBI100432,Yashica Rajagopalan,Kolkata,43,Tier 1,salaried,258112.93,19,0,0.7447,Personal Loan,250000.0,0,0.0826,0.2738,0.0,271903.6881818182,74453.43279038176,0.2738228131006292,1,1.0,271903.69,249245.0475,0.0,0.0,0.0,0.9230769230769231,0.1506276150627615,0.48485953660375075,0.1076,0,0,0,1,0,0,191964.89,2303578.69,16.5,2.25,2.25,16,0.1226,0.5758507693980859,2,2,1,0,0,0,13.9,0.1390597864242693,251841.9,High,2.5,0,53.5,2500000.0,0,Review Required,Active digital banking engagement (score: 0.58) + Low existing EMI burden (0% of income) + Frequent app usage (16.5 logins/month) → strong Personal Loan intent
IDBI100433,Benjamin Sengupta,Nagpur,40,Tier 2,salaried,213377.54,27,3,0.6759,Mortgage Loan,203829.77,0,0.0056,0.3601,0.1652,244098.654,87905.04405334874,0.3601209699966176,1,1.0,244098.65,203415.545,33667.659166666665,1.8333333333333333,0.16551173199013214,0.9230769230769231,0.3598326359832636,0.392618927506145,0.1123,0,0,0,1,0,0,156012.41,1872148.93,14.25,2.6666666666666665,2.1666666666666665,13,-0.2411,0.5547816388515383,2,1,0,0,1,0,11.5,0.11477663230240549,199584.23,High,6.9,0,49.5,5377000.0,1,Review Required,Increasing digital engagement trend (+-24%) + Active digital banking engagement (score: 0.55) + Frequent app usage (14.2 logins/month) → strong Mortgage Loan intent
IDBI100434,Ekanta Soni,Hyderabad,22,Tier 1,salaried,254100.31,14,2,0.5372,Auto Loan,250000.0,0,0.1064,0.2827,0.1417,272101.6663636364,76922.42420102778,0.2826973653966115,1,1.0,272101.67,249426.5275,35423.714166666665,1.4166666666666667,0.14202063638426216,0.6923076923076923,0.37656903765690375,0.48522479969468296,0.1093,1,0,0,1,0,0,246689.52,2960274.27,11.083333333333334,1.75,2.4166666666666665,1,0.4179,0.48920219073795773,2,2,0,0,0,1,9.3,0.09293755184263537,249382.31,High,1.9,0,48.6,2000000.0,0,Review Required,Increasing digital engagement trend (+42%) + Active digital banking engagement (score: 0.49) → strong Auto Loan intent
IDBI100435,David Seshadri,Kochi,43,Tier 2,salaried,251431.3,48,1,0.3586,Auto Loan,250000.0,0,0.001,0.3578,0.1007,297279.076,106363.99358405218,0.3577917255907112,1,1.0,297279.08,247732.56333333332,25174.670833333334,1.0,0.10162035420212354,0.9230769230769231,0.3054393305439331,0.48181537393181656,0.0885,1,0,0,1,0,0,214060.52,2568726.23,7.333333333333333,1.4166666666666667,1.25,8,0.1915,0.3365394022383928,2,1,0,0,0,1,1.9,0.0193632228719948,249879.78,High,0.6,0,50.2,2000000.0,1,Review Required,Mixed signals detected for Auto Loan eligibility — review recommended
IDBI100436,Hemal Chad,Delhi,32,Tier 1,salaried,102165.54,41,1,0.5917,Auto Loan,98644.43,0,0.029,0.3511,0.0957,118349.31599999999,41554.993206059204,0.3511215325153143,1,1.0,118349.32,98624.43,9437.871666666666,1.0,0.09569506933187515,0.9230769230769231,0.20502092050209206,0.18170683489468256,0.0953,0,0,0,1,0,0,76684.62,920215.4,10.666666666666666,2.0833333333333335,2.25,7,0.3134,0.49455789745313616,2,2,0,0,0,1,4.6,0.045679012345679004,98040.84,High,4.2,0,50.2,1822000.0,1,Review Required,Long banking relationship (41 months) with IDBI Bank + Highly regular income credit pattern (100% regularity) → strong Auto Loan intent
IDBI100437,Balveer Kota,Kolkata,26,Tier 1,salaried,114489.53,19,3,0.8125,Home Loan,118040.7,0,0.0263,0.2787,0.2007,129065.98545454546,35975.45074930775,0.2787368850329478,1,1.0,129065.99,118310.48666666668,23687.87833333333,2.0833333333333335,0.20021790967754727,0.7692307692307692,0.2803347280334728,0.22132877619032104,0.188,0,1,0,1,0,0,173386.14,2080633.65,16.416666666666668,2.75,3.75,10,0.0336,0.6929584001028237,2,2,0,1,0,0,19.9,0.19931541636949146,118521.88,High,-3.4,0,52.8,3416000.0,0,Review Required,Active digital banking engagement (score: 0.69) + Frequent loan product page visits (3.8/month) indicate interest → strong Home Loan intent
IDBI100438,Reva Viswanathan,Pune,37,Tier 1,gig_worker,25552.19,46,4,0.9663,Mortgage Loan,29903.7,0,0.014,0.3113,0.2144,33639.9325,10473.52591798277,0.31134206104553774,0,0.6719,6245.66,33639.9325,6410.230833333334,2.0,0.19055421212076848,0.9230769230769231,0.8200836820083682,0.05091314732842897,0.3951,0,0,0,1,1,0,68260.87,819130.49,18.25,3.0,4.5,10,-0.05,0.7746501522581665,0,2,0,0,1,0,16.3,0.16320430525838034,30295.9,High,-15.7,0,54.7,692000.0,1,Review Required,Active digital banking engagement (score: 0.77) + Frequent app usage (18.2 logins/month) → strong Mortgage Loan intent
IDBI100439,Januja Pradhan,Bengaluru,40,Tier 1,self_employed,210612.68,3,3,0.6316,Home Loan,265360.45,0,0.001,0.3119,0.1784,326074.04083333333,101692.97990222964,0.31187082431443264,0,0.4955,131125.85,326074.04083333333,47352.65833333333,1.6666666666666667,0.1452205708013928,1.0,0.42677824267782427,0.6394925296505891,0.1102,0,0,0,1,0,0,219258.74,2631104.89,11.083333333333334,2.75,1.8333333333333333,6,0.1528,0.5197304354188088,1,2,0,1,0,0,1.2,0.012345679012345678,271191.03,High,-22.3,1,42.7,8606000.0,3,Review Required,Active digital banking engagement (score: 0.52) → strong Home Loan intent
IDBI100440,Lila Rege,Hyderabad,55,Tier 1,self_employed,137683.58,52,4,0.5851,Mortgage Loan,141415.07,0,0.001,0.2522,0.2318,167997.2325,42370.270533178875,0.25220814594775465,0,0.6829,58266.36,167997.2325,32777.88166666667,2.3333333333333335,0.19510965257517957,1.0,0.48535564853556484,0.3213328227047817,0.1147,0,0,0,1,1,0,151802.52,1821630.2,10.75,1.3333333333333333,1.9166666666666667,8,-0.1235,0.39763133057818556,1,2,0,0,1,0,0.0,0.0,142052.31,High,-3.1,0,50.7,2983000.0,0,Review Required,Mixed signals detected for Mortgage Loan eligibility — review recommended
IDBI100441,Charles Natt,Ranchi,38,Tier 2,salaried,140856.52,17,2,0.6942,Home Loan,134784.44,0,0.0128,0.2915,0.1612,146741.86636363636,42774.18805764553,0.29149273562902744,1,1.0,146741.87,134513.3775,21727.125,1.5,0.16152389750231347,0.9230769230769231,0.2928870292887029,0.25394018233876614,0.2549,0,1,0,1,0,0,204019.38,2448232.61,13.583333333333334,2.1666666666666665,2.4166666666666665,9,-0.2545,0.520954333425611,2,1,0,1,0,0,29.0,0.2898469655843466,134323.52,High,4.9,0,56.6,4462000.0,0,Review Required,Diversified spending across categories + Active digital banking engagement (score: 0.52) + Frequent app usage (13.6 logins/month) → strong Home Loan intent
IDBI100442,Forum Chandra,Bengaluru,33,Tier 1,salaried,188268.3,3,1,0.4712,Auto Loan,194067.52,0,0.001,0.3811,0.1043,260363.9477777778,99221.3338754655,0.38108706955139393,1,1.0,260363.95,195272.96083333332,20247.539166666666,1.0,0.10368839126656182,0.8461538461538461,0.2301255230125523,0.37623042485631036,0.1108,1,0,0,1,0,0,189732.44,2276789.2800000003,8.583333333333334,1.75,1.9166666666666667,5,0.1356,0.4135049416673258,2,2,0,0,0,1,2.9,0.028522920203735144,193671.42,High,-2.8,0,43.3,2000000.0,2,Review Required,Recent auto dealer/showroom transactions detected → Auto Loan intent signal → strong Auto Loan intent
IDBI100443,Bhanumati Krishnan,Guwahati,44,Tier 2,salaried,183707.45,25,1,0.7699,Home Loan,178372.64,0,0.0722,0.379,0.0997,238257.38333333336,90289.78658396377,0.3789590287644689,1,1.0,238257.38,178693.0375,17790.694166666668,1.0,0.09956008591922148,1.0,0.3179916317991632,0.34286016893746696,0.0925,0,1,0,1,0,0,163636.28,1963635.41,15.666666666666666,1.75,3.1666666666666665,10,0.1121,0.577437980700783,2,1,0,1,0,0,13.9,0.1390597864242693,179170.72,High,2.5,0,50.9,7241000.0,1,Review Required,Active digital banking engagement (score: 0.58) + Frequent loan product page visits (3.2/month) indicate interest → strong Home Loan intent
IDBI100444,Gauri Bumb,Bengaluru,31,Tier 1,gig_worker,61444.55,83,1,0.619,Home Loan,73783.13,0,0.0048,0.1763,0.11,78830.61166666666,13894.052840941977,0.17625199839489566,0,0.7517,11892.96,78830.61166666666,8116.848333333332,1.0,0.10296569012625742,0.7692307692307692,0.7405857740585774,0.1418680027050025,0.1006,0,0,0,1,0,0,55255.04,663060.53,12.666666666666666,2.0833333333333335,3.25,5,0.3293,0.5783686967096417,0,2,0,1,0,0,8.0,0.07955629751927347,73895.46,High,-16.8,0,57.4,2896000.0,0,Review Required,Active digital banking engagement (score: 0.58) + Long banking relationship (83 months) with IDBI Bank + Frequent loan product page visits (3.2/month) indicate interest → strong Home Loan intent
IDBI100445,Inaya Mukherjee,Mysuru,26,Tier 2,salaried,129248.43,29,1,0.3658,Personal Loan,134828.78,0,0.001,0.3504,0.0997,161308.528,56527.36511248429,0.35043010938940744,1,1.0,161308.53,134423.77333333335,13443.284166666666,1.0,0.10000674607854582,1.0,0.3682008368200837,0.2537598368743785,0.0969,0,0,0,1,0,0,110100.18,1321202.2,6.333333333333333,0.4166666666666667,1.3333333333333333,5,-0.16,0.23367325792928892,2,1,1,0,0,0,0.0,0.0,134429.86,High,-3.9,0,46.3,2417000.0,1,Review Required,Mixed signals detected for Personal Loan eligibility — review recommended
